Doug,Make_x,Model_x,Version,Kilometers,Engine,Fuel Type,Transmission,Year_x,City,Price,Currency,Link,Year_y,Make_y,Model_y,Styling,Acceleration,Handling,Fun Factor,Cool Factor,WEEKEND TOTAL,Features,Comfort,Quality,Practicality,Value,DAILY TOTAL,DOUGSCORE,Video Link,Filming City,Filming State,Vehicle Country
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,50000 km,2.0,Nafta,Automática,2021,Capital Federal,36900,USD,https://auto.mercadolibre.com.ar/MLA-1384579935-ford-bronco-20-sport-wildtrack-at-4wd-2021-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,20000 km,1.5,Nafta,Automática,2021,Capital Federal,28900,USD,https://auto.mercadolibre.com.ar/MLA-1384592369-ford-bronco-big-bend-4wd-at-2021-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,27000 km,1.5,Nafta,Automática,2021,Godoy Cruz,29000000,USD,https://auto.mercadolibre.com.ar/MLA-1391957755-bronco-big-bend-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,16000 km,1.5,Nafta,Automática,2021,Tres de febrero,29900,USD,https://auto.mercadolibre.com.ar/MLA-1510619898-ford-bronco-sport-2021-15-4wd-big-bend-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,50995 km,2.0,Nafta,Automática,2021,Córdoba,29280000,USD,https://auto.mercadolibre.com.ar/MLA-1539646256-bronco-20t-sport-wildtrak-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,27000 km,1.5,Nafta,Automática,2021,Córdoba,30450000,USD,https://auto.mercadolibre.com.ar/MLA-1482938776-ford-bronco-sport-2021-15-4wd-big-bend-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,14000 km,2.0,Nafta,Automática,2021,Capital Federal,43000,USD,https://auto.mercadolibre.com.ar/MLA-1393340605-ford-bronco-sport-20-4wd-wildtrak-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,27500 km,1.5,Nafta,Automática,2021,Villa María,32900,USD,https://auto.mercadolibre.com.ar/MLA-1543915054-ford-bronco-sport-big-ben-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,30000 km,2.0,Nafta,Automática,2021,Lomas de Zamora,38200,USD,https://auto.mercadolibre.com.ar/MLA-1488697024-ford-bronco-sport-wildtrak-20l-2021-automotores-gps-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,44000 km,2.0,Nafta,Automática,2021,Capital Federal,32000,USD,https://auto.mercadolibre.com.ar/MLA-1545011872-ford-bronco-wild-track-2021-44000-km-blanca-impecable-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,43000 km,2.0,Nafta,Automática,2021,Avellaneda,42000,USD,https://auto.mercadolibre.com.ar/MLA-1488727326-ford-bronco-sport-2021-20-4wd-wildtrak-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,89000 km,2.0,Nafta,Automática,2021,Pilar,40000,USD,https://auto.mercadolibre.com.ar/MLA-1504538108-ford-bronco-sport-2021-20-4wd-wildtrak-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,89000 km,2.0,Nafta,Automática,2021,Pilar,40500,USD,https://auto.mercadolibre.com.ar/MLA-1470728974-ford-bronco-sport-2021-20-4wd-wildtrak-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,70000 km,1.5,Nafta,Automática,2021,San Isidro,30000,USD,https://auto.mercadolibre.com.ar/MLA-1389813333-ford-bronco-sport-2021-15-4wd-big-bend-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,40000 km,1.5,Nafta,Automática,2021,Berazategui,35000,USD,https://auto.mercadolibre.com.ar/MLA-1520718456-ford-bronco-sport-2021-15-4wd-big-bend-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,50000 km,2.0,Nafta,Automática,2021,Lomas de Zamora,35000,USD,https://auto.mercadolibre.com.ar/MLA-1391027329-ford-bronco-sport-2021-20-4wd-wildtrak-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,38000 km,1.5,Nafta,Automática,2021,San Miguel,30000,USD,https://auto.mercadolibre.com.ar/MLA-1523568526-ford-bronco-sport-2021-15-4wd-big-bend-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,30000 km,1.5,Nafta,Automática,2021,Iriondo,34000,USD,https://auto.mercadolibre.com.ar/MLA-1391406851-bronco-big-bend-15l-at-2021-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,22000 km,1.5,Nafta,Automática,2021,La Plata,31800,USD,https://auto.mercadolibre.com.ar/MLA-1393012037-ford-bronco-sport-big-bend-aut-15-ano-2021-villarautoslp-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,51000 km,1.5,Nafta,Automática,2021,Rosario,21500000,USD,https://auto.mercadolibre.com.ar/MLA-1393540245-ford-bronco-sport-big-bend-15l2021-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,BIG BEND,Bronco Sport 1.5L,2000 km,1.5,Nafta,Automática,2021,Vicente López,38000,USD,https://auto.mercadolibre.com.ar/MLA-1391675269-ford-bronco-sport-big-ben-bronco-sport-15l-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,30000 km,1.5,Nafta,Automática,2021,Capital Federal,36500,USD,https://auto.mercadolibre.com.ar/MLA-1391772613-ford-bronco-sport-2021-15-4wd-big-bend-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,110000 km,2.0,Nafta,Automática,2021,Corrientes,31000,USD,https://auto.mercadolibre.com.ar/MLA-1392377769-ford-bronco-sport-2021-20-4wd-wildtrak-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,1.5 4Wd Big Bend At8,36000 km,1.5,Nafta,Automática,2021,Mar del Plata,29000,USD,https://auto.mercadolibre.com.ar/MLA-1393496533-ford-bronco-sport-2021-15-4wd-big-bend-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Ford Bronco 2021,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,44000 km,2.0,Nafta,Automática,2021,Moreno,27000000,USD,https://auto.mercadolibre.com.ar/MLA-1392801153-ford-bronco-sport-2021-20-4wd-wildtrak-at8-_JM,2021,Ford,Bronco,6,1,4,8,7,26,6,5,6,8,7,32,58,1900-01-01 15:49:00,San Diego,California,USA
Jeep Grand Cherokee SRT8 2010,Jeep,Grand Cherokee,Srt8,68000 km,6.1,Nafta,Automática,2011,La Plata,49000,USD,https://auto.mercadolibre.com.ar/MLA-1503346632-jeep-grand-cherokee-srt8-_JM,2010,Jeep,Grand Cherokee SRT8,5,6,5,7,6,29,4,5,4,8,8,29,58,1900-01-01 01:38:00,San Diego,California,USA
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,0 km,3.0,Nafta,Automática,2023,San Isidro,154000,USD,https://auto.mercadolibre.com.ar/MLA-1520622158-audi-q7-55tfsi-mild-hybrid-s-line-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,0 km,3.0,Nafta,Automática,2023,San Isidro,159999,USD,https://auto.mercadolibre.com.ar/MLA-1390146509-audi-q7-55-s-line-quattro-340cv-0-km-2023-stock-norden-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tdi 249cv Tiptronic Quattro,99000 km,3.0,Diésel,Automática,2017,Capital Federal,67000,USD,https://auto.mercadolibre.com.ar/MLA-1383564925-audi-q7-2017-30tdi-quattro-2017-speed-motors-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,140000 km,3.0,Nafta,Automática,2012,Vicente López,26500,USD,https://auto.mercadolibre.com.ar/MLA-1384849853-audi-q7-30-tfsi-333cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,75000 km,3.0,Nafta,Automática,2012,Capital Federal,45000,USD,https://auto.mercadolibre.com.ar/MLA-1467866444-audi-q7-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,149000 km,3.0,Nafta,Automática,2012,Capital Federal,29000,USD,https://auto.mercadolibre.com.ar/MLA-1540579162-audi-q7-30-tfsi-v6-quattro-4x4-7-asientos-2012-2011-2013-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,160000 km,3.0,Nafta,Automática,2012,Tigre,32000,USD,https://auto.mercadolibre.com.ar/MLA-1391454561-dueno-vende-q7-30-tsfi-quattro-2012-nafta-unico-dueno-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,51870 km,3.0,Nafta,Automática,2019,San Fernando,67000000,USD,https://auto.mercadolibre.com.ar/MLA-1393191521-audi-q7-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 272cv Tiptronic Quattro,117390 km,3.0,Nafta,Automática,2014,Córdoba,37000,USD,https://auto.mercadolibre.com.ar/MLA-1533662988-audi-q7-30-v6t-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,117387 km,3.0,Nafta,Automática,2014,Córdoba,37000,USD,https://auto.mercadolibre.com.ar/MLA-1391736261-q7-30-tfsi-333cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tdi 249cv Tiptronic Quattro,72000 km,3.0,Diésel,Automática,2017,Paraná,78000,USD,https://auto.mercadolibre.com.ar/MLA-1392919759-audi-q7-quattro-at-recibo-vehiculos-de-menor-y-mayor-valor-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,115000 km,3.0,Nafta,Automática,2015,San Isidro,36500,USD,https://auto.mercadolibre.com.ar/MLA-1393062195-audi-q7-2015-30-tfsi-333cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,100000 km,3.0,Nafta,Automática,2013,Vicente López,32000,USD,https://auto.mercadolibre.com.ar/MLA-1391750093-audi-q7-2013-30-tfsi-333cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,90000 km,3.0,Nafta,Automática,2013,La Matanza,30000,USD,https://auto.mercadolibre.com.ar/MLA-1391047005-audi-q7-2013-30-tfsi-333cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tdi 240cv Tiptronic Quattro,105000 km,3.0,Diésel,Automática,2011,Córdoba,35500,USD,https://auto.mercadolibre.com.ar/MLA-1468450528-audi-q7-2011-30-tdi-240cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,109000 km,3.0,Nafta,Automática,2013,Capital Federal,31900,USD,https://auto.mercadolibre.com.ar/MLA-1393511615-audi-q7-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,38500 km,3.0,Nafta,Automática,2011,Capital Federal,36900,USD,https://auto.mercadolibre.com.ar/MLA-1543092436-audi-q7-2011-30-tfsi-333cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,95000 km,3.0,Nafta,Automática,2013,Capital Federal,27500,USD,https://auto.mercadolibre.com.ar/MLA-1538682482-audi-q7-2013-30-tfsi-333cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,97000 km,3.0,Nafta,Automática,2017,Pilar,63500,USD,https://auto.mercadolibre.com.ar/MLA-1521480234-audi-q7-30-tfsi-333cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,180000 km,3.0,Nafta,Automática,2013,Pilar,30500,USD,https://auto.mercadolibre.com.ar/MLA-1535151340-audi-q7-30-tfsi-333cv-tiptronic-quattro-7-asientos-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tdi 249cv Tiptronic Quattro,146000 km,3.0,Diésel,Automática,2017,Eldorado,62000,USD,https://auto.mercadolibre.com.ar/MLA-1391380711-audi-q7-2017-30-tdi-249cv-tiptronic-quattro-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tdi 249cv Tiptronic Quattro,83181 km,3.0,Diésel,Automática,2017,San Isidro,73000,USD,https://auto.mercadolibre.com.ar/MLA-1499302178-audi-q7-30-tdi-tipt-quattro-2017-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,164000 km,3.0,Nafta,Automática,2012,Pilar,31000,USD,https://auto.mercadolibre.com.ar/MLA-1391436833-audi-q7-30-tfsi-333cv-tiptronic-quattro-2012-_JM,2018,Audi,Q7 3.0 T,6,4,4,3,4,21,8,7,7,9,6,37,58,14:23,New Orleans, Louisiana,Germany
Lincoln Continental 2018,Lincoln,continental coupe,Coupe,11111 km,v12,Nafta,Manual,1947,Vicente López,49500,USD,https://auto.mercadolibre.com.ar/MLA-1288650699-lincoln-continental-coupe-1947-v12-tomas-bord-_JM,2018,Lincoln,Continental,6,5,4,4,4,23,8,8,8,5,6,35,58,20:24,Santa Ana,California,USA
Porsche 911 Carrera 4S 2003,Porsche,911,3.0 Carrera 4s 420cv Automática,14000 km,3.0,Nafta,Automática,2018,Capital Federal,360000,USD,https://auto.mercadolibre.com.ar/MLA-1384510841-porsche-911-2018-30-carrera-4s-420cv-automatica-_JM,2003,Porsche,911 Carrera 4S,6,6,7,7,5,31,4,5,5,3,10,27,58,12:46,Nashville,Tennessee,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi,58000 km,2.0,Nafta,Automática,2017,Capital Federal,29500,USD,https://auto.mercadolibre.com.ar/MLA-1382711139-vw-golf-vii-20-gti-dsg-2017-imolaautos-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect,67000 km,2.0,Nafta,Automática,2018,Vicente López,34000,USD,https://auto.mercadolibre.com.ar/MLA-1543903004-volkswagen-golf-gti-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,55000 km,2.0,Nafta,Automática,2021,Capital Federal,42790,USD,https://auto.mercadolibre.com.ar/MLA-1387623245-volkswagen-golf-gti-20-turbo-245-cv-vento-gli-cruze-rs-pass-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,1.8 Gti Highline Tap Cuero,158000 km,1.8,Nafta,Manual,2004,Lanús,10000,USD,https://auto.mercadolibre.com.ar/MLA-1391032551-volkswagen-golf-2004-18-gti-cuero-100original-estado-unico-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,67500 km,2.0,Nafta,Automática,2018,Capital Federal,34600,USD,https://auto.mercadolibre.com.ar/MLA-1544083040-golf-gti-mk75-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,101000 km,2.0,Nafta,Automática,2017,Escobar,16000000,USD,https://auto.mercadolibre.com.ar/MLA-1520469238-volkswagen-golf-gti-2017-10100-km-rojo-us-kb-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,41000 km,2.0,Nafta,Automática,2021,Capital Federal,42000,USD,https://auto.mercadolibre.com.ar/MLA-1546100094-volkswagen-golf-2021-20-gti-tsi-app-connect-cuero-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,38000 km,2.0,Nafta,Automática,2021,Pilar,45000,USD,https://auto.mercadolibre.com.ar/MLA-1516500662-volkswagen-golf-20-gti-tsi-app-connect-cuero-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect,45000 km,2.0,Nafta,Automática,2018,Pilar,38000,USD,https://auto.mercadolibre.com.ar/MLA-1495952420-volkswagen-golf-20-gti-tsi-app-connect-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Vi Gti Tsi 211cv,87000 km,2.0,Nafta,Manual,2012,Lomas de Zamora,20000,USD,https://auto.mercadolibre.com.ar/MLA-1510237374-volkswagen-golf-2012-20-vi-gti-tsi-211cv-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,32000 km,2.0,Nafta,Automática,2016,Avellaneda,32990,USD,https://auto.mercadolibre.com.ar/MLA-1525224154-golf-gti-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Vi Gti Tsi 211cv,104000 km,2.0,Nafta,Manual,2012,Capital Federal,20700,USD,https://auto.mercadolibre.com.ar/MLA-1468561316-volkswagen-golf-2012-20-vi-gti-tsi-211cv-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Vi Gti Tsi 211cv Dsg,82900 km,2.0,Nafta,Automática,2012,Capital Federal,22000,USD,https://auto.mercadolibre.com.ar/MLA-1544905430-volkswagen-golf-2012-20-vi-gti-tsi-211cv-dsg-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,65000 km,2.0,Nafta,Automática,2016,Ituzaingó,28000,USD,https://auto.mercadolibre.com.ar/MLA-1391629091-volkswagen-golf-2016-20-gti-tsi-app-connect-cuero-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect,50000 km,2.0,Nafta,Automática,2018,Pilar,34900,USD,https://auto.mercadolibre.com.ar/MLA-1390876171-volkswagen-golf-2018-20-gti-tsi-app-connect-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,1.8 Gti Highline Tap Cuero,119900 km,1.8,Nafta,Manual,2007,Capital Federal,9500,USD,https://auto.mercadolibre.com.ar/MLA-1530292688-golf-gti-18t-cuero-mk4-2007-volkswagen-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Vi Gti Nav Tsi 211cv,94000 km,2.0,Nafta,Manual,2012,Capital Federal,22000,USD,https://auto.mercadolibre.com.ar/MLA-1531626178-volkswagen-golf-2012-20-vi-gti-nav-tsi-211cv-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect,52000 km,2.0,Nafta,Automática,2018,Lomas de Zamora,34000,USD,https://auto.mercadolibre.com.ar/MLA-1393031577-volkswagen-golf-2018-20-gti-tsi-app-connect-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Vi Gti Tsi 211cv,80000 km,2.0,Nafta,Manual,2013,Capital Federal,22200,USD,https://auto.mercadolibre.com.ar/MLA-1523573668-volkswagen-golf-20-vi-gti-tsi-211cv-mk6-2013-_JM,2022,Volkswagen,GTI,6,3,6,6,5,26,6,6,6,7,6,31,57,1900-01-01 00:40:00,San Diego,California,Germany
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.5 200 Vx 265cv At W/floormat,160000 km,4.5,Diésel,Automática,2013,Vicente López,64000,USD,https://auto.mercadolibre.com.ar/MLA-1498152148-toyota-land-cruiser-45-200-vx-_JM,2013,Toyota,Land Cruiser,6,2,3,5,5,21,6,7,8,9,6,36,57,23:58:00,Nantucket,Massachusetts,Japan
