Doug,Make,Model,Version,Kilometers,Engine,Fuel Type,Transmission,Year,City,Price,Currency,Link
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,97000 km,3.0,Nafta,Automática,2017,Pilar,63500,USD,https://auto.mercadolibre.com.ar/MLA-1521480234-audi-q7-30-tfsi-333cv-tiptronic-quattro-_JM
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,180000 km,3.0,Nafta,Automática,2013,Pilar,30500,USD,https://auto.mercadolibre.com.ar/MLA-1535151340-audi-q7-30-tfsi-333cv-tiptronic-quattro-7-asientos-_JM
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tdi 249cv Tiptronic Quattro,146000 km,3.0,Diésel,Automática,2017,Eldorado,62000,USD,https://auto.mercadolibre.com.ar/MLA-1391380711-audi-q7-2017-30-tdi-249cv-tiptronic-quattro-_JM
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tdi 249cv Tiptronic Quattro,83181 km,3.0,Diésel,Automática,2017,San Isidro,73000,USD,https://auto.mercadolibre.com.ar/MLA-1499302178-audi-q7-30-tdi-tipt-quattro-2017-_JM
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,164000 km,3.0,Nafta,Automática,2012,Pilar,31000,USD,https://auto.mercadolibre.com.ar/MLA-1391436833-audi-q7-30-tfsi-333cv-tiptronic-quattro-2012-_JM
Audi Q7 3.0 T 2018,Audi,Q7,3.0 Tfsi 333cv Tiptronic Quattro,122208 km,3.0,Nafta,Automática,2012,Ituzaingó,31000,USD,https://auto.mercadolibre.com.ar/MLA-1516553310-audi-q7-2012-30-tfsi-333cv-tiptronic-quattro-_JM
Lincoln Continental 2018,Lincoln,continental coupe,Coupe,11111 km,v12,Nafta,Manual,1947,Vicente López,49500,USD,https://auto.mercadolibre.com.ar/MLA-1288650699-lincoln-continental-coupe-1947-v12-tomas-bord-_JM
Porsche 911 Carrera 4S 2003,Porsche,911,3.0 Carrera 4s 420cv Automática,14000 km,3.0,Nafta,Automática,2018,Capital Federal,360000,USD,https://auto.mercadolibre.com.ar/MLA-1384510841-porsche-911-2018-30-carrera-4s-420cv-automatica-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi,58000 km,2.0,Nafta,Automática,2017,Capital Federal,29500,USD,https://auto.mercadolibre.com.ar/MLA-1382711139-vw-golf-vii-20-gti-dsg-2017-imolaautos-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect,67000 km,2.0,Nafta,Automática,2018,Vicente López,35000,USD,https://auto.mercadolibre.com.ar/MLA-1543903004-volkswagen-golf-gti-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,55000 km,2.0,Nafta,Automática,2021,Capital Federal,42790,USD,https://auto.mercadolibre.com.ar/MLA-1387623245-volkswagen-golf-gti-20-turbo-245-cv-vento-gli-cruze-rs-pass-_JM
Volkswagen GTI 2022,Volkswagen,Golf,1.8 Gti Highline Tap Cuero,158000 km,1.8,Nafta,Manual,2004,Lanús,10000,USD,https://auto.mercadolibre.com.ar/MLA-1391032551-volkswagen-golf-2004-18-gti-cuero-100original-estado-unico-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,67500 km,2.0,Nafta,Automática,2018,Capital Federal,34600,USD,https://auto.mercadolibre.com.ar/MLA-1544083040-golf-gti-mk75-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,101000 km,2.0,Nafta,Automática,2017,Escobar,16000000,USD,https://auto.mercadolibre.com.ar/MLA-1520469238-volkswagen-golf-gti-2017-10100-km-rojo-us-kb-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,41000 km,2.0,Nafta,Automática,2021,Capital Federal,42000,USD,https://auto.mercadolibre.com.ar/MLA-1546100094-volkswagen-golf-2021-20-gti-tsi-app-connect-cuero-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,38000 km,2.0,Nafta,Automática,2021,Pilar,45000,USD,https://auto.mercadolibre.com.ar/MLA-1516500662-volkswagen-golf-20-gti-tsi-app-connect-cuero-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect,45000 km,2.0,Nafta,Automática,2018,Pilar,38000,USD,https://auto.mercadolibre.com.ar/MLA-1495952420-volkswagen-golf-20-gti-tsi-app-connect-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Vi Gti Tsi 211cv,87000 km,2.0,Nafta,Manual,2012,Lomas de Zamora,20000,USD,https://auto.mercadolibre.com.ar/MLA-1510237374-volkswagen-golf-2012-20-vi-gti-tsi-211cv-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,32000 km,2.0,Nafta,Automática,2016,Avellaneda,32990,USD,https://auto.mercadolibre.com.ar/MLA-1525224154-golf-gti-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Vi Gti Tsi 211cv,104000 km,2.0,Nafta,Manual,2012,Capital Federal,20700,USD,https://auto.mercadolibre.com.ar/MLA-1468561316-volkswagen-golf-2012-20-vi-gti-tsi-211cv-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Vi Gti Tsi 211cv Dsg,82900 km,2.0,Nafta,Automática,2012,Capital Federal,22000,USD,https://auto.mercadolibre.com.ar/MLA-1544905430-volkswagen-golf-2012-20-vi-gti-tsi-211cv-dsg-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,65000 km,2.0,Nafta,Automática,2016,Ituzaingó,28000,USD,https://auto.mercadolibre.com.ar/MLA-1391629091-volkswagen-golf-2016-20-gti-tsi-app-connect-cuero-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect,50000 km,2.0,Nafta,Automática,2018,Pilar,34900,USD,https://auto.mercadolibre.com.ar/MLA-1390876171-volkswagen-golf-2018-20-gti-tsi-app-connect-_JM
Volkswagen GTI 2022,Volkswagen,Golf,1.8 Gti Highline Tap Cuero,119900 km,1.8,Nafta,Manual,2007,Capital Federal,9500,USD,https://auto.mercadolibre.com.ar/MLA-1530292688-golf-gti-18t-cuero-mk4-2007-volkswagen-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Vi Gti Nav Tsi 211cv,94000 km,2.0,Nafta,Manual,2012,Capital Federal,22000,USD,https://auto.mercadolibre.com.ar/MLA-1531626178-volkswagen-golf-2012-20-vi-gti-nav-tsi-211cv-_JM
Volkswagen GTI 2022,Volkswagen,Golf,2.0 Gti Tsi App Connect,52000 km,2.0,Nafta,Automática,2018,Lomas de Zamora,34000,USD,https://auto.mercadolibre.com.ar/MLA-1393031577-volkswagen-golf-2018-20-gti-tsi-app-connect-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.5 200 Vx 265cv At W/floormat,160000 km,4.5,Diésel,Automática,2013,Vicente López,64000,USD,https://auto.mercadolibre.com.ar/MLA-1498152148-toyota-land-cruiser-45-200-vx-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.5 200 Vx 265cv At W/floormat,191000 km,4.5,Diésel,Automática,2013,Capital Federal,58000,USD,https://auto.mercadolibre.com.ar/MLA-1393175273-toyota-land-cruiser-45-200-vx-265cv-at-wfloormat-impecable-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,128000 km,4.0,Nafta,Automática,2013,Ushuaia,35000,USD,https://auto.mercadolibre.com.ar/MLA-1392601745-toyota-land-cruiser-prado-vx-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,229000 km,4.0,Nafta,Automática,2013,Capital Federal,32000,USD,https://auto.mercadolibre.com.ar/MLA-1383203777-toyota-land-cruiser-prado-vx-at-2013-gpdevoto-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,110000 km,4.0,Diésel,Automática,2013,Capital Federal,34000,USD,https://auto.mercadolibre.com.ar/MLA-1523104874-toyota-landcruiser-prado-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,172000 km,4.0,Diésel,Automática,2013,Bariloche,36000,USD,https://auto.mercadolibre.com.ar/MLA-1523020894-toyota-land-cruiser-prado-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Txl At,199000 km,4.0,Diésel,Automática,2013,Pilar,22000,USD,https://auto.mercadolibre.com.ar/MLA-1533909734-toyota-land-cruiser-40-prado-txl-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Txl At,154000 km,4.0,Diésel,Automática,2013,Formosa,27000000,USD,https://auto.mercadolibre.com.ar/MLA-1391083759-toyota-land-cruiser-2013-40-prado-txl-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,102465 km,4.0,Nafta,Automática,2016,San Isidro,125000,USD,https://auto.mercadolibre.com.ar/MLA-1435260038-toyota-land-cruiser-200-45-d4-d-vx-at-2016-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,3.0 Prado Mt,157000 km,3.0,Diésel,Manual,2009,Capital Federal,24000,USD,https://auto.mercadolibre.com.ar/MLA-1390862339-toyota-land-cruiser-prado-30-vx-4x4-mt-2009-as-automobili-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,163000 km,4.0,Diésel,Automática,2011,Hurlingham,32000,USD,https://auto.mercadolibre.com.ar/MLA-1536228296-toyota-land-cruiser-prado-40-vx-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Txl At,240000 km,4.0,Diésel,Automática,2012,Pilar,29500,USD,https://auto.mercadolibre.com.ar/MLA-1390374065-toyota-land-cruiser-2012-40-prado-txl-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,3.0 Prado At,340000 km,3.0,Diésel,Automática,2004,Pilar,16900,USD,https://auto.mercadolibre.com.ar/MLA-1390918609-toyota-land-cruiser-2004-30-prado-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,278000 km,4.0,Diésel,Automática,2010,Pilar,27500,USD,https://auto.mercadolibre.com.ar/MLA-1543090172-toyota-land-cruiser-2010-40-prado-vx-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Txl At,285000 km,4.0,Diésel,Automática,2012,Vicente López,21900,USD,https://auto.mercadolibre.com.ar/MLA-1390242977-toyota-land-cruiser-2012-40-prado-txl-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,3.0 Prado,230000 km,3.0,Diésel,Manual,2005,Capital Federal,18500,USD,https://auto.mercadolibre.com.ar/MLA-1390887195-toyota-land-cruiser-2005-durzo-automoviles-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.5 200 V8 D4-d 235cv At,200000 km,4.5,Diésel,Automática,2010,Pilar,49000,USD,https://auto.mercadolibre.com.ar/MLA-1543090880-toyota-land-cruiser-2010-45-200-v8-d4-d-235cv-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.5 Td 200,100500 km,4.5,Nafta,Automática,2018,San Rafael,130000,USD,https://auto.mercadolibre.com.ar/MLA-1390203941-toyota-land-cruiser-2018-45-td-200-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Txl At,200000 km,4.0,Nafta,Automática,2012,Godoy Cruz,29900,USD,https://auto.mercadolibre.com.ar/MLA-1389945945-toyota-land-cruiser-prado-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,Land Cruiser BJ 75,465000 km,4.0,Diésel,Automática,1989,La Plata,27500,USD,https://auto.mercadolibre.com.ar/MLA-1393368509-toyota-land-cruiser-land-cruiser-bj-75-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Txl At,298780 km,4,Nafta,Automática,2012,San Luis,24000000,USD,https://auto.mercadolibre.com.ar/MLA-1385314315-toyota-land-cruiser-prado-40-at-txl-2012-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,500 km,4.0,Nafta,Automática,2022,Capital Federal,130000,USD,https://auto.mercadolibre.com.ar/MLA-1533701596-toyota-land-cruiser-40-prado-vx-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,238000 km,4.0,Diésel,Automática,2012,Posadas,29950,USD,https://auto.mercadolibre.com.ar/MLA-1532660496-toyota-land-cruiser-40-prado-vx-automatica-7-asientos-2012-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,3.0 Prado At,272000 km,3.0,Diésel,Automática,2008,Villa Carlos Paz,22900,USD,https://auto.mercadolibre.com.ar/MLA-1485545176-toyota-land-cruiser-prado-vx-7-asientos-272000km-2008-gris-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx Mt,117000 km,4.0,Diésel,Manual,2010,Capital Federal,39500,USD,https://auto.mercadolibre.com.ar/MLA-1532582106-toyota-land-cruiser-40-prado-vx-mt-caja-manual--_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,96500 km,4.0,Nafta,Automática,2019,Santa Fe capital,85000,USD,https://auto.mercadolibre.com.ar/MLA-1386887773-land-cruiser-prado-40-aut-vx-2019-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,128000 km,4.0,Diésel,Automática,2014,Córdoba,45000,USD,https://auto.mercadolibre.com.ar/MLA-1473823058-toyota-land-cruiser-prado-40-at-vx-2014-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.5 200 V8 D4-d 235cv At,267000 km,4.5,Eléctrico,Automática,2012,San Rafael,55000,USD,https://auto.mercadolibre.com.ar/MLA-1509663196-toyota-land-cruiser-2012-45-200-v8-d4-d-235cv-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,3.0 Prado At,257000 km,3.0,Diésel,Automática,2006,San Juan Capital,21000,USD,https://auto.mercadolibre.com.ar/MLA-1470757454-toyota-land-cruiser-2006-30-prado-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,3.0 Prado,407000 km,3.0,Diésel,Manual,2007,Tigre,16000,USD,https://auto.mercadolibre.com.ar/MLA-1386305117-toyota-land-cruiser-2007-30-prado-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,260000 km,4.0,Diésel,Automática,2010,Vicente López,24000,USD,https://auto.mercadolibre.com.ar/MLA-1385560683-toyota-land-cruiser-2010-40-prado-vx-at-blindada-rb3-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,189000 km,4.0,Eléctrico,Automática,2011,Quilmes,30000,USD,https://auto.mercadolibre.com.ar/MLA-1508615750-toyota-land-cruiser-2011-40-prado-vx-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.2 Dl,340000 km,4.2,Diésel,Manual,1996,Bariloche,23500,USD,https://auto.mercadolibre.com.ar/MLA-1393091371-toyota-land-cruiser-1996-42-dl-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,LAND CRUISER BLINDADA,200000 km,6 CIL,Diésel,Manual,2000,San Isidro,19500,USD,https://auto.mercadolibre.com.ar/MLA-1390952291-toyota-land-cruiser-diesel-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,PRADO VX,375800 km,3.0,Diésel,Automática,2005,Mar del Plata,24500,USD,https://auto.mercadolibre.com.ar/MLA-1498106168-toyota-land-cruiser-2005-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,PRADO VX A/T,183600 km,4.0,Nafta,Automática,2010,Mar del Plata,28000,USD,https://auto.mercadolibre.com.ar/MLA-1382366875-toyota-land-cruiser-2010-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx Mt,216000 km,4.0,Diésel,Manual,2012,Capital Federal,25500,USD,https://auto.mercadolibre.com.ar/MLA-1390094709-toyota-land-cruiser-2012-40-prado-vx-mt-lucsc-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser Prado,4.0 Prado Vx At,129000 km,4.5,Nafta,Automática,2010,Escobar,39000,USD,https://auto.mercadolibre.com.ar/MLA-1468449886-toyota-2010-land-cruiser-prado-40-at-vx-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,3.0 Prado At,540000 km,3.0,Diésel,Automática,2004,Vicente López,23900,USD,https://auto.mercadolibre.com.ar/MLA-1503234074-toyota-land-cruiser-2004-30-prado-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,200000 km,4.0,Diésel,Automática,2012,Quilmes,29500,USD,https://auto.mercadolibre.com.ar/MLA-1387607951-toyota-land-cruiser-2012-40-prado-vx-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,75000 km,4.0,Diésel,Automática,2011,Capital Federal,39000,USD,https://auto.mercadolibre.com.ar/MLA-1544904364-toyota-land-cruiser-2011-40-prado-vx-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,3.0 Prado Mt,288000 km,3.0,Diésel,Manual,2008,Bahía Blanca,22000,USD,https://auto.mercadolibre.com.ar/MLA-1491169538-prado-land-cruiser-vx-diesel-08-288000km-segundo-dueno-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Txl At,280000 km,4.0,Nafta,Automática,2012,Capital Federal,35500,USD,https://auto.mercadolibre.com.ar/MLA-1383314349-toyota-land-cruiser-2012-40-prado-txl-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.2 Dl,37670 km,4.2,Diésel,Manual,1993,Tigre,56900,USD,https://auto.mercadolibre.com.ar/MLA-1516543528-toyota-land-cruiser-prado-4wd-hoffen-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,3.0 Prado At,147000 km,3.0,Diésel,Automática,2008,Pilar,21000,USD,https://auto.mercadolibre.com.ar/MLA-1480441754-toyota-land-cruiser-2008-30-prado-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,112000 km,4.0,Diésel,Automática,2014,Mendoza,45000,USD,https://auto.mercadolibre.com.ar/MLA-1390975137-toyota-land-cruiser-2014-40-prado-vx-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,4.0 Prado Vx At,130000 km,4.0,Diésel,Automática,2012,San Isidro,37000,USD,https://auto.mercadolibre.com.ar/MLA-1467802240-toyota-land-cruiser-2012-40-prado-vx-at-_JM
Toyota Land Cruiser 2013,Toyota,Land Cruiser,JB70,200000 km,3.4,Diésel,Manual,1998,Ituzaingó,33000,USD,https://auto.mercadolibre.com.ar/MLA-1392770519-toyota-land-cruiser-4x4-_JM
Subaru WRX 2022,Subaru,WRX,2.0 268cv Cvt,27000 km,2.0,Nafta,Automática,2019,Capital Federal,55000,USD,https://auto.mercadolibre.com.ar/MLA-1391761865-subaru-wrx-2019-20-268cv-cvt-cassano-automobili-_JM
Subaru WRX 2022,Subaru,WRX,2.0 268cv Cvt,27000 km,2.0,Nafta,Automática,2019,Capital Federal,55000,USD,https://auto.mercadolibre.com.ar/MLA-1525889002-subaru-wrx-2019-20-268cv-cvt-cassano-automobli-_JM
Subaru WRX 2022,Subaru,Impreza,2.5 Sedan Wrx-265 265cv Mt,86000 km,2.5,Nafta,Manual,2010,San Isidro,29500,USD,https://auto.mercadolibre.com.ar/MLA-1546124362-subaru-impreza-2010-25-sedan-wrx-265-265cv-mt-_JM
Subaru WRX 2022,Subaru,WRX,2.0 268cv Cvt,75300 km,2.0,Nafta,Automática,2016,Capital Federal,39500,USD,https://auto.mercadolibre.com.ar/MLA-1390938727-subaru-wrx-2016-_JM
Mercedes-Benz CLA45 2016,Mercedes-Benz,Clase CLA,2.0 Cla45 Amg 360cv At,40000 km,2.0,Nafta,Automática,2016,Capital Federal,65000,USD,https://auto.mercadolibre.com.ar/MLA-1512421534-mercedes-benz-clase-cla-20-cla45-amg-360cv-at-_JM
Mercedes-Benz CLA45 2016,Mercedes-Benz,Clase CLA,2.0 Cla45 Amg 360cv At,47200 km,2.0,Nafta,Automática,2016,General San Martín,65000,USD,https://auto.mercadolibre.com.ar/MLA-1510250126-mercedes-benz-clase-cla-2016-20-cla45-amg-360cv-at-_JM
Mercedes-Benz CLA45 2016,Mercedes-Benz,Clase CLA,2.0 Cla45 Amg 360cv At,95000 km,2.0,Nafta,Automática,2015,Paraná,59900,USD,https://auto.mercadolibre.com.ar/MLA-1391600219-mercedes-benz-cla-45-amg-360hp-recibo-vehiculos-_JM
Mercedes-Benz CLA45 2016,Mercedes-Benz,Clase CLA,2.0 Cla45 Amg 360cv At,38000 km,2.0,Nafta,Automática,2015,General San Martín,60000,USD,https://auto.mercadolibre.com.ar/MLA-1538665276-mercedes-benz-clase-cla-2015-20-cla45-amg-360cv-at-_JM
Mercedes-Benz CLA45 2016,Mercedes-Benz,Clase CLA,2.0 Cla45 Amg 360cv At,27000 km,2.0,Nafta,Automática,2015,Córdoba,70000,USD,https://auto.mercadolibre.com.ar/MLA-1532598202-cla-45-amg-4matic-2015-_JM
Mercedes-Benz CLA45 2016,Mercedes-Benz,Clase CLA,2.0 Cla45 Amg 360cv At,40000 km,2.0,Nafta,Automática,2015,Yerba Buena,61000,USD,https://auto.mercadolibre.com.ar/MLA-1391292795-mercedes-benz-cla-a45-amg-turbo-cla-a45-amg-turbo-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.5 Td 200,100500 km,4.5,Nafta,Automática,2018,San Rafael,130000,USD,https://auto.mercadolibre.com.ar/MLA-1390203941-toyota-land-cruiser-2018-45-td-200-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.5 Td 200 Vx 265cv At W/floormat,20000 km,4.5,Nafta,Automática,2018,Capital Federal,145000,USD,https://auto.mercadolibre.com.ar/MLA-1524883052-toyota-land-cruiser-200-unica-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.0 Prado Vx At,102465 km,4.0,Nafta,Automática,2016,San Isidro,125000,USD,https://auto.mercadolibre.com.ar/MLA-1435260038-toyota-land-cruiser-200-45-d4-d-vx-at-2016-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.5 200 Vx 265cv At W/floormat,160000 km,4.5,Diésel,Automática,2013,Vicente López,64000,USD,https://auto.mercadolibre.com.ar/MLA-1498152148-toyota-land-cruiser-45-200-vx-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,3.0 Prado Mt,157000 km,3.0,Diésel,Manual,2009,Capital Federal,24000,USD,https://auto.mercadolibre.com.ar/MLA-1390862339-toyota-land-cruiser-prado-30-vx-4x4-mt-2009-as-automobili-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.0 Prado Vx At,163000 km,4.0,Diésel,Automática,2011,Hurlingham,32000,USD,https://auto.mercadolibre.com.ar/MLA-1536228296-toyota-land-cruiser-prado-40-vx-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.0 Prado Txl At,240000 km,4.0,Diésel,Automática,2012,Pilar,29500,USD,https://auto.mercadolibre.com.ar/MLA-1390374065-toyota-land-cruiser-2012-40-prado-txl-at-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,3.0 Prado At,340000 km,3.0,Diésel,Automática,2004,Pilar,16900,USD,https://auto.mercadolibre.com.ar/MLA-1390918609-toyota-land-cruiser-2004-30-prado-at-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.0 Prado Vx At,278000 km,4.0,Diésel,Automática,2010,Pilar,27500,USD,https://auto.mercadolibre.com.ar/MLA-1543090172-toyota-land-cruiser-2010-40-prado-vx-at-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.0 Prado Txl At,285000 km,4.0,Diésel,Automática,2012,Vicente López,21900,USD,https://auto.mercadolibre.com.ar/MLA-1390242977-toyota-land-cruiser-2012-40-prado-txl-at-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,3.0 Prado,230000 km,3.0,Diésel,Manual,2005,Capital Federal,18500,USD,https://auto.mercadolibre.com.ar/MLA-1390887195-toyota-land-cruiser-2005-durzo-automoviles-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.5 200 V8 D4-d 235cv At,200000 km,4.5,Diésel,Automática,2010,Pilar,49000,USD,https://auto.mercadolibre.com.ar/MLA-1543090880-toyota-land-cruiser-2010-45-200-v8-d4-d-235cv-at-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.5 200 Vx 265cv At W/floormat,191000 km,4.5,Diésel,Automática,2013,Capital Federal,58000,USD,https://auto.mercadolibre.com.ar/MLA-1393175273-toyota-land-cruiser-45-200-vx-265cv-at-wfloormat-impecable-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.0 Prado Vx At,128000 km,4.0,Nafta,Automática,2013,Ushuaia,35000,USD,https://auto.mercadolibre.com.ar/MLA-1392601745-toyota-land-cruiser-prado-vx-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.0 Prado Txl At,200000 km,4.0,Nafta,Automática,2012,Godoy Cruz,29900,USD,https://auto.mercadolibre.com.ar/MLA-1389945945-toyota-land-cruiser-prado-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,Land Cruiser BJ 75,465000 km,2.4,Diésel,Manual,1989,La Plata,27500,USD,https://auto.mercadolibre.com.ar/MLA-1393368509-toyota-land-cruiser-land-cruiser-bj-75-_JM
Toyota Land Cruiser 2018,Toyota,Land Cruiser,4.0 Prado Txl At,298780 km,4,Nafta,Automática,2012,San Luis,24000000,USD,https://auto.mercadolibre.com.ar/MLA-1385314315-toyota-land-cruiser-prado-40-at-txl-2012-_JM
Volvo XC40 T5 2019,Volvo,XC40 AWD,T5 Awd,85000 km,2.4,Nafta,Manual,2019,Capital Federal,48500,USD,https://auto.mercadolibre.com.ar/MLA-1388964891-volvo-xc40-t5-_JM
Volvo XC40 T5 2019,Volvo,XC40,2.0t T5 R-design Awd,0 km,2.0,Nafta,Automática,2023,Godoy Cruz,105000,USD,https://auto.mercadolibre.com.ar/MLA-1387648755-volvo-xc40-t4-ultimate-dark-recharge-_JM
Volvo XC40 T5 2019,Volvo,XC40,T5 AWD MOMENTUM,50000 km,2.0T 247HP,Nafta,Automática,2018,Vicente López,49900,USD,https://auto.mercadolibre.com.ar/MLA-1522486932-volvo-xc40-mometum-t5-awd-_JM
Volvo XC40 T5 2019,Volvo,XC40,T5 Momentum Awd,49500 km,T5,Nafta,Automática,2018,Capital Federal,49900,USD,https://auto.mercadolibre.com.ar/MLA-1513266142-volvo-xc40-t5-momentum-awd-_JM
Volvo XC40 T5 2019,Volvo,XC40,2.0t T5 R-design Awd,0 km,2.0,Nafta,Automática,2022,Vicente López,104900,USD,https://auto.mercadolibre.com.ar/MLA-1138678834-xc40-t5-r-design-plug-in-hybrid-_JM
Volvo XC40 T5 2019,Volvo,XC40,T5 Awd,69906 km,T5,Nafta,Automática,2018,Capital Federal,47500,USD,https://auto.mercadolibre.com.ar/MLA-1525961760-volvo-xc40-t5-awd-_JM
Maserati Levante 2017,Maserati,Levante,3.0 Biturbo S Q4 430cv,1900 km,3.0,Nafta,Automática,2019,Capital Federal,248000,USD,https://auto.mercadolibre.com.ar/MLA-1382766235-maserati-levante-sq4-malek-fara-_JM
